# movement patterns: 1 = diagonal left, 2 = diagonal right, 3 = straight down
# 4 = left-to-right, 5 = right-to-left, 6 = diagonal up-left, 7 = diagonal up-right
# 8 = left-to-right V, 9 = right-to-left V
#Horizontal screen edge: -18=left 18=right
#Vertical screen edge: 1=top 40=bot

# BMachineGun = GOB0
# YMachineGun = GOB1
# RMachineGun = GOB2
# BNet = GOB3
# YNet = GOB4
# RNet = GOB5
# BDPulse = 6
# YDPulse =7
# RDPulse =8
# BCascade =9
# YCascade =10
# RCascade =11
# BTrack =12
# YTrack =13
# RTrack =14
# BTrackNet =15
# YTrackNet =16
# RTrackNet =17
# BTri =18
# YTri =19
# RTri =20
# BBoss =21
# YBoss =22
# RBoss =23
# 3Boss =24
# 4Boss =25
# 5Boss =26
# Asteroid =27
# 28-39 are empty

#ship,time,x,y,movement,stop

#wave1
#start at 3s
GOB2,17,-18,13,7,0
GOB1,17,-18,16,7,0
GOB0,17,-18,19,7,0
GOB2,18,18,13,6,0
GOB1,18,18,16,6,0
GOB0,18,18,19,6,0
GOB2,18.5,18,13,6,0
GOB1,18.5,18,16,6,0
GOB0,18.5,18,19,6,0
GOB2,19,18,13,6,0
GOB1,19,18,16,6,0
GOB0,19,18,19,6,0
GOB2,19.5,18,13,6,0
GOB1,19.5,18,16,6,0
GOB0,19.5,18,19,6,0
GOB2,20,18,13,6,0
GOB1,20,18,16,6,0
GOB0,20,18,19,6,0
GOB2,21,-18,13,7,0
GOB1,21,-18,16,7,0
GOB0,21,-18,19,7,0
GOB2,21.5,-18,13,7,0
GOB1,21.5,-18,16,7,0
GOB0,21.5,-18,19,7,0
GOB2,22,-18,13,7,0
GOB1,22,-18,16,7,0
GOB0,22,-18,19,7,0
GOB2,22.5,-18,13,7,0
GOB1,22.5,-18,16,7,0
GOB0,22.5,-18,19,7,0
GOB2,23,-18,13,7,0
GOB1,23,-18,16,7,0
GOB0,23,-18,19,7,0

#wave 3
#27s
GOB12,27,16,0,3,0
GOB13,27,-16,0,3,0
GOB14,27,-18,5,4,0
GOB12,27.5,16,0,3,0
GOB13,27.5,-16,0,3,0
GOB14,27.5,-18,5,4,0
GOB12,28,16,0,3,0
GOB13,28,-16,0,3,0
GOB14,28,-18,5,4,0
GOB12,28.5,16,0,3,0
GOB13,28.5,-16,0,3,0
GOB14,28.5,-18,5,4,0
GOB12,29,16,0,3,0
GOB13,29,-16,0,3,0
GOB14,29,-18,5,4,0
GOB12,29.5,16,0,3,0
GOB13,29.5,-16,0,3,0
GOB14,29.5,-18,5,4,0
GOB12,30,16,0,3,0
GOB13,30,-16,0,3,0
GOB14,30,-18,5,4,0
GOB12,30.5,16,0,3,0
GOB13,30.5,-16,0,3,0
GOB14,30.5,-18,5,4,0
GOB12,31,16,0,3,0
GOB13,31,-16,0,3,0
GOB14,31,-18,5,4,0
GOB12,31.5,16,0,3,0
GOB13,31.5,-16,0,3,0
GOB14,31.5,-18,5,4,0
GOB12,32,16,0,3,0
GOB13,32,-16,0,3,0
GOB14,32,-18,5,4,0
GOB12,32.5,16,0,3,0
GOB13,32.5,-16,0,3,0
GOB14,32.5,-18,5,4,0
GOB12,33,16,0,3,0
GOB13,33,-16,0,3,0
GOB14,33,-18,5,4,0
GOB12,33.5,16,0,3,0
GOB13,33.5,-16,0,3,0
GOB14,33.5,-18,5,4,0
GOB12,34,16,0,3,0
GOB13,34,-16,0,3,0
GOB14,34,-18,5,4,0
GOB12,34.5,16,0,3,0
GOB13,34.5,-16,0,3,0
GOB14,34.5,-18,5,4,0

#wave 4
#37s
GOB27,36.5,-9,1,3,0
GOB27,36.5,9,1,3,0
GOB3,37,-7,1,3,0
GOB3,37,-11,1,3,0
GOB4,37,7,1,3,0
GOB4,37,11,1,3,0
GOB3,37.5,-9,1,3,0
GOB4,37.5,9,1,3,0
GOB27,38,0,1,3,0
GOB27,38,15,1,3,0
GOB27,38,-15,1,3,0
GOB27,41.5,-9,1,3,0
GOB27,41.5,9,1,3,0
GOB4,42,-7,1,3,0
GOB4,42,-11,1,3,0
GOB5,42,7,1,3,0
GOB5,42,11,1,3,0
GOB4,42.5,-9,1,3,0
GOB5,42.5,9,1,3,0
GOB27,43,0,1,3,0
GOB27,43,15,1,3,0
GOB27,43,-15,1,3,0
GOB27,46.5,-9,1,3,0
GOB27,46.5,9,1,3,0
GOB5,47,-7,1,3,0
GOB5,47,-11,1,3,0
GOB3,47,7,1,3,0
GOB3,47,11,1,3,0
GOB5,47.5,-9,1,3,0
GOB3,47.5,9,1,3,0
GOB27,48,0,1,3,0
GOB27,48,15,1,3,0
GOB27,48,-15,1,3,0

#wave5
#54
GOB18,54,-18,0,3,0
GOB19,54.5,-15,0,3,0
GOB20,55,-12,0,3,0
GOB18,55.5,-9,0,3,0
GOB19,56,-6,0,3,0
GOB20,56.5,-3,0,3,0
GOB18,57,0,0,3,0
GOB19,57.5,3,0,3,0
GOB20,58,6,0,3,0
GOB18,58.5,9,0,3,0
GOB19,59,12,0,3,0
GOB20,59.5,15,0,3,0
GOB18,60,18,0,3,0
GOB18,61,-18,0,3,0
GOB19,61.5,-15,0,3,0
GOB20,62,-12,0,3,0
GOB18,62.5,-9,0,3,0
GOB19,63,-6,0,3,0
GOB20,63.5,-3,0,3,0
GOB18,64,0,0,3,0
GOB19,64.5,3,0,3,0
GOB20,65,6,0,3,0
GOB18,65.5,9,0,3,0
GOB19,66,12,0,3,0
GOB20,66.5,15,0,3,0
GOB18,67,18,0,3,0
GOB18,67,-18,0,3,0
GOB19,67.5,-15,0,3,0
GOB20,68,-12,0,3,0
GOB18,68.5,-9,0,3,0
GOB19,69,-6,0,3,0
GOB20,69.5,-3,0,3,0
GOB18,70,0,0,3,0
GOB19,70.5,3,0,3,0
GOB20,71,6,0,3,0
GOB18,71.5,9,0,3,0
GOB19,72,12,0,3,0
GOB20,72.5,15,0,3,0
GOB18,73,18,0,3,0

#wave6
#77
#wave3 going the other way
GOB12,77,16,0,3,0
GOB13,77,-16,0,3,0
GOB14,77,18,5,5,0
GOB12,77.5,16,0,3,0
GOB13,77.5,-16,0,3,0
GOB14,77.5,18,5,5,0
GOB12,78,16,0,3,0
GOB13,78,-16,0,3,0
GOB14,78,18,5,5,0
GOB12,78.5,16,0,3,0
GOB13,78.5,-16,0,3,0
GOB14,78.5,18,5,5,0
GOB12,79,16,0,3,0
GOB13,79,-16,0,3,0
GOB14,79,18,5,5,0
GOB12,79.5,16,0,3,0
GOB13,79.5,-16,0,3,0
GOB14,79.5,18,5,5,0
GOB12,80,16,0,3,0
GOB13,80,-16,0,3,0
GOB14,80,18,5,5,0
GOB12,80.5,16,0,3,0
GOB13,80.5,-16,0,3,0
GOB14,80.5,18,5,5,0
GOB12,80,16,0,3,0
GOB13,80,-16,0,3,0
GOB14,80,18,5,5,0
GOB12,80.5,16,0,3,0
GOB13,80.5,-16,0,3,0
GOB14,80.5,18,5,5,0
GOB12,81,16,0,3,0
GOB13,81,-16,0,3,0
GOB14,81,18,5,5,0
GOB12,81.5,16,0,3,0
GOB13,81.5,-16,0,3,0
GOB14,81.5,18,5,5,0
GOB12,82,16,0,3,0
GOB13,82,-16,0,3,0
GOB14,82,18,5,5,0
GOB12,82.5,16,0,3,0
GOB13,82.5,-16,0,3,0
GOB14,82.5,18,5,5,0
GOB12,83,16,0,3,0
GOB13,83,-16,0,3,0
GOB14,83,18,5,5,0
GOB12,83.5,16,0,3,0
GOB13,83.5,-16,0,3,0
GOB14,83.5,18,5,5,0
GOB12,84,16,0,3,0
GOB13,84,-16,0,3,0
GOB14,84,18,5,5,0
GOB12,84.5,16,0,3,0
GOB13,84.5,-16,0,3,0
GOB14,84.5,18,5,5,0
GOB12,85,16,0,3,0
GOB13,85,-16,0,3,0
GOB14,85,18,5,5,0
GOB12,85.5,16,0,3,0
GOB13,85.5,-16,0,3,0
GOB14,85.5,18,5,5,0

#wave7
#93
GOB18,93,-18,20,7,0
GOB18,93,-18,17,7,0
GOB18,93,-18,14,7,0
GOB18,93.5,-18,20,7,0
GOB18,93.5,-18,17,7,0
GOB18,93.5,-18,14,7,0
GOB18,94,-18,20,7,0
GOB18,94,-18,17,7,0
GOB18,94,-18,14,7,0
GOB18,94.5,-18,20,7,0
GOB18,94.5,-18,17,7,0
GOB18,94.5,-18,14,7,0
GOB18,95,-18,20,7,0
GOB18,95,-18,17,7,0
GOB18,95,-18,14,7,0
GOB18,95.5,-18,20,7,0
GOB18,95.5,-18,17,7,0
GOB18,95.5,-18,14,7,0

GOB19,96,18,20,6,0
GOB19,96,18,17,6,0
GOB19,96,18,14,6,0
GOB19,96.5,18,20,6,0
GOB19,96.5,18,17,6,0
GOB19,96.5,18,14,6,0
GOB19,97,18,20,6,0
GOB19,97,18,17,6,0
GOB19,97,18,14,6,0
GOB19,97.5,18,20,6,0
GOB19,97.5,18,17,6,0
GOB19,97.5,18,14,6,0
GOB19,98,18,20,6,0
GOB19,98,18,17,6,0
GOB19,98,18,14,6,0
GOB19,98.5,18,20,6,0
GOB19,98.5,18,17,6,0
GOB19,98.5,18,14,6,0

GOB20,99,-18,20,7,0
GOB20,99,-18,17,7,0
GOB20,99,-18,14,7,0
GOB20,99.5,-18,20,7,0
GOB20,99.5,-18,17,7,0
GOB20,99.5,-18,14,7,0
GOB20,100,-18,20,7,0
GOB20,100,-18,17,7,0
GOB20,100,-18,14,7,0
GOB20,100.5,-18,20,7,0
GOB20,100.5,-18,17,7,0
GOB20,100.5,-18,14,7,0
GOB20,101,-18,20,7,0
GOB20,101,-18,17,7,0
GOB20,101,-18,14,7,0
GOB20,101.5,-18,20,7,0
GOB20,101.5,-18,17,7,0
GOB20,101.5,-18,14,7,0

GOB18,102,18,20,6,0
GOB18,102,18,17,6,0
GOB18,102,18,14,6,0
GOB18,102.5,18,20,6,0
GOB18,102.5,18,17,6,0
GOB18,102.5,18,14,6,0
GOB18,103,18,20,6,0
GOB18,103,18,17,6,0
GOB18,103,18,14,6,0
GOB18,103.5,18,20,6,0
GOB18,103.5,18,17,6,0
GOB18,103.5,18,14,6,0
GOB18,104,18,20,6,0
GOB18,104,18,17,6,0
GOB18,104,18,14,6,0
GOB18,104.5,18,20,6,0
GOB18,104.5,18,17,6,0
GOB18,104.5,18,14,6,0

GOB19,105,-18,20,7,0
GOB19,105,-18,17,7,0
GOB19,105,-18,14,7,0
GOB19,105.5,-18,20,7,0
GOB19,105.5,-18,17,7,0
GOB19,105.5,-18,14,7,0
GOB19,106,-18,20,7,0
GOB19,106,-18,17,7,0
GOB19,106,-18,14,7,0
GOB19,106.5,-18,20,7,0
GOB19,106.5,-18,17,7,0
GOB19,106.5,-18,14,7,0
GOB19,107,-18,20,7,0
GOB19,107,-18,17,7,0
GOB19,107,-18,14,7,0
GOB19,107.5,-18,20,7,0
GOB19,107.5,-18,17,7,0
GOB19,107.5,-18,14,7,0

GOB20,108,18,20,6,0
GOB20,108,18,17,6,0
GOB20,108,18,14,6,0
GOB20,108.5,18,20,6,0
GOB20,108.5,18,17,6,0
GOB20,108.5,18,14,6,0
GOB20,109,18,20,6,0
GOB20,109,18,17,6,0
GOB20,109,18,14,6,0
GOB20,109.5,18,20,6,0
GOB20,109.5,18,17,6,0
GOB20,109.5,18,14,6,0
GOB20,110,18,20,6,0
GOB20,110,18,17,6,0
GOB20,110,18,14,6,0
GOB20,110.5,18,20,6,0
GOB20,110.5,18,17,6,0
GOB20,110.5,18,14,6,0

#wave 9
#120
#with asteroids
GOB1,120, -18,20,4,0
GOB 27,120,-18,10,4,0
GOB1,120.5,-18,20,4,0
GOB0,120.5,-18,10,4,0
GOB27,120.5,-18,30,4,0
GOB1,121,-18,20,4,0
GOB0,121,-18,10,4,0
GOB2,121,-18,30,4,0
GOB0,121.5,-18,10,4,0
GOB2,121.5,-18,30,4,0
GOB27,121.5,-18,20,4,0
GOB2,122,-18,30,4,0

GOB2,124, -18,20,4,0
GOB27,124,-18,10,4,0
GOB2,124.5,-18,20,4,0
GOB1,124.5,-18,10,4,0
GOB27,124.5,-18,30,4,0
GOB2,125,-18,20,4,0
GOB1,125,-18,10,4,0
GOB0,125,-18,30,4,0
GOB1,125.5,-18,10,4,0
GOB0,125.5,-18,30,4,0
GOB27,125.5,-18,20,4,0
GOB0,126,-18,30,4,0

GOB0,128, -18,20,4,0
GOB27,128,-18,10,4,0
GOB0,128.5,-18,20,4,0
GOB2,128.5,-18,10,4,0
GOB27,128.5,-18,30,4,0
GOB0,129,-18,20,4,0
GOB2,129,-18,10,4,0
GOB1,129,-18,30,4,0
GOB2,129.5,-18,10,4,0
GOB1,129.5,-18,30,4,0
GOB27,129.5,-18,20,4,0
GOB1,130,-18,30,4,0

#wave 10
#repeat wave 2
#134
GOB2,134,18,13,6,0
GOB1,134,18,16,6,0
GOB0,134,18,19,6,0
GOB2,134.5,18,13,6,0
GOB1,134.5,18,16,6,0
GOB0,134.5,18,19,6,0
GOB2,135,18,13,6,0
GOB1,135,18,16,6,0
GOB0,135,18,19,6,0
GOB2,135.5,18,13,6,0
GOB1,135.5,18,16,6,0
GOB0,135.5,18,19,6,0
GOB2,136,18,13,6,0
GOB1,136,18,16,6,0
GOB0,136,18,19,6,0
GOB2,137,-18,13,7,0
GOB1,137,-18,16,7,0
GOB0,137,-18,19,7,0
GOB2,137.5,-18,13,7,0
GOB1,137.5,-18,16,7,0
GOB0,137.5,-18,19,7,0
GOB2,138,-18,13,7,0
GOB1,138,-18,16,7,0
GOB0,138,-18,19,7,0
GOB2,138.5,-18,13,7,0
GOB1,138.5,-18,16,7,0
GOB0,138.5,-18,19,7,0
GOB2,139,-18,13,7,0
GOB1,139,-18,16,7,0
GOB0,139,-18,19,7,0
GOB2,140,18,13,6,0
GOB1,140,18,16,6,0
GOB0,140,18,19,6,0
GOB2,140.5,18,13,6,0
GOB1,140.5,18,16,6,0
GOB0,140.5,18,19,6,0
GOB2,141,18,13,6,0
GOB1,141,18,16,6,0
GOB0,141,18,19,6,0
GOB2,141.5,18,13,6,0
GOB1,141.5,18,16,6,0
GOB0,141.5,18,19,6,0
GOB2,142,18,13,6,0
GOB1,142,18,16,6,0
GOB0,142,18,19,6,0
GOB2,143,-18,13,7,0
GOB1,143,-18,16,7,0
GOB0,143,-18,19,7,0
GOB2,143.5,-18,13,7,0
GOB1,143.5,-18,16,7,0
GOB0,143.5,-18,19,7,0
GOB2,144,-18,13,7,0
GOB1,144,-18,16,7,0
GOB0,144,-18,19,7,0
GOB2,144.5,-18,13,7,0
GOB1,144.5,-18,16,7,0
GOB0,144.5,-18,19,7,0
GOB2,145,-18,13,7,0
GOB1,145,-18,16,7,0
GOB0,145,-18,19,7,0

#boss
#150s
GOB26,150,0,0,0,0
